title	query	reason
File:Đền Sóc - NKS.jpg	Đền Sóc - NKS, Hanoi, Vietnam	no specific feature found
File:Đền Mẫu Thánh Gióng - NKS.jpg	Đền Mẫu Thánh Gióng - NKS, Hanoi, Vietnam	no specific feature found
File:Đền Trình Sóc Sơn - NKS.jpg	Đền Trình Sóc Sơn - NKS, Hanoi, Vietnam	no specific feature found
File:Warm morning of Pháo Đài Láng Street 02-02-2026. Dragonseye Temple E2.jpg	Warm morning of Pháo Đài Láng Street 02-02- . Dragonseye Temple E2, Hanoi, Vietnam	no specific feature found
File:Warm morning of Pháo Đài Láng Street 02-02-2026. Dragonseye Temple E1.jpg	Warm morning of Pháo Đài Láng Street 02-02- . Dragonseye Temple E1, Hanoi, Vietnam	no specific feature found
File:Chùa Quang Hoa và Thiền Quang.JPG	Chùa Quang Hoa và Thiền Quang, Hanoi, Vietnam	no specific feature found
File:Tuong phat chua Non Nuoc.jpg	Tuong phat chua Non Nuoc, Hanoi, Vietnam	no specific feature found
File:Chùa Sãi.JPG	Chùa Sãi, Hanoi, Vietnam	a road is not a site (highway/bus_stop)
File:Chùa Pháp Vân, Văn Bình, Thường Tín, Hà Nội.jpeg	Chùa Pháp Vân, Văn Bình, Thường Tín, Hà Nội	stated locality 'Văn Bình' not in the hit's address
File:Chùa Đinh Xá 2, Văn Tự, Thường Tín, Hà Nội.jpeg	Chùa Đinh Xá 2, Văn Tự, Thường Tín, Hà Nội	'thuong' is not in the hit's name 'Chùa thôn Đình Vỹ'
File:Chùa Đinh Xá, Văn Tự, Thường Tín, Hà Nội.jpeg	Chùa Đinh Xá, Văn Tự, Thường Tín, Hà Nội	a road is not a site (highway/bus_stop)
File:Chùa Pháp Vân 2, Văn Bình, Thường Tín, Hà Nội.jpeg	Chùa Pháp Vân 2, Văn Bình, Thường Tín, Hà Nội	no specific feature found
File:Chùa Pháp Vân 3, Văn Bình, Thường Tín, Hà Nội.jpeg	Chùa Pháp Vân 3, Văn Bình, Thường Tín, Hà Nội	outside drawn box 105.8609,20.8779
File:Chùa Pháp Vân 4, Văn Bình, Thường Tín, Hà Nội.jpeg	Chùa Pháp Vân 4, Văn Bình, Thường Tín, Hà Nội	no specific feature found
File:Chùa Yên Phú, Liên Ninh, Thanh Trì, Hà Nội.jpeg	Chùa Yên Phú, Liên Ninh, Thanh Trì, Hà Nội	'phu' is not in the hit's name 'Chùa Trấn Quốc'
File:Chùa Non Nước - NKS.jpg	Chùa Non Nước - NKS, Hanoi, Vietnam	no specific feature found
File:Bậc thang chùa Non Nước.jpg	Bậc thang chùa Non Nước, Hanoi, Vietnam	no specific feature found
File:Old Converted Church Building (9753468853).jpg	Old Converted Church Building, Hanoi, Vietnam	no specific feature found
File:Hồ Văn.JPG	Hồ Văn, Hanoi, Vietnam	title names no place (generic words only)
File:Hồ Tây và Hồ Trúc Bạch.jpg	Hồ Tây và Hồ Trúc Bạch, Hanoi, Vietnam	no specific feature found
File:Ho Quan SOn.jpg	Ho Quan SOn, Hanoi, Vietnam	'son' is not in the hit's name 'Hồ Đồng Quan'
File:DongQuan.jpg	DongQuan, Hanoi, Vietnam	no specific feature found
File:HamLon lake.jpg	HamLon lake, Hanoi, Vietnam	no specific feature found
File:Hồ Đền Thượng.jpg	Hồ Đền Thượng, Hanoi, Vietnam	outside drawn box 105.8358,21.2894
File:Hồ Hoa Sơn.jpg	Hồ Hoa Sơn, Hanoi, Vietnam	no specific feature found
File:Hồ Hàm Lợn từ đỉnh Vệ Linh.jpg	Hồ Hàm Lợn từ đỉnh Vệ Linh, Hanoi, Vietnam	no specific feature found
File:Hồ Kèo Cà.jpg	Hồ Kèo Cà, Hanoi, Vietnam	no specific feature found
File:Bãi nổi hồ Đồng Quan - NKS.jpg	Bãi nổi hồ Đồng Quan - NKS, Hanoi, Vietnam	no specific feature found
File:Hồ Văn Quán.jpg	Hồ Văn Quán, Hanoi, Vietnam	title names no place (generic words only)
File:Hồ Đồng Quan - NKS.jpg	Hồ Đồng Quan - NKS, Hanoi, Vietnam	no specific feature found
File:Dong Quan lake - NKS.jpg	Dong Quan lake - NKS, Hanoi, Vietnam	no specific feature found
File:Hồ Hàm Lợn - NKS.jpg	Hồ Hàm Lợn - NKS, Hanoi, Vietnam	no specific feature found
File:Night in Hanoi, over Hoan Kiem Lake (2005).jpg	Night in Hanoi, over Hoan Kiem Lake ( )	no specific feature found
File:HA NOI BY NIGHT HOAN KIEN LAKE AREA VIETNAM FEB 2012 (7024747513).jpg	HA NOI BY NIGHT HOAN KIEN LAKE AREA VIETNAM FEB	no specific feature found
File:HA NOI BY NIGHT HOAN KIEN LAKE AREA VIETNAM FEB 2012 (7024732443).jpg	HA NOI BY NIGHT HOAN KIEN LAKE AREA VIETNAM FEB	no specific feature found
File:Hanoi architecture - Hàng Bạc Street.jpg	Hanoi architecture - Hàng Bạc Street	no specific feature found
File:Vietnam VPA chemical troop before disinfecting Bach Mai Hospital.jpg	Vietnam VPA chemical troop before disinfecting Bach Mai Hospital, Hanoi, Vietnam	no specific feature found
File:Exposure photography at Phung Khoang station area of Cat Linh - Ha Dong railway line.jpg	Exposure photography at Phung Khoang station area of Cat Linh - Ha Dong railway line, Hanoi, Vietnam	no specific feature found
File:SongCau BenVat.JPG	SongCau BenVat, Hanoi, Vietnam	no specific feature found
File:Ho Tay street.jpg	Ho Tay street, Hanoi, Vietnam	'tay' is not in the hit's name 'Epicure Vina- Máy pha cà phê'
File:A woman physically transporting market vegetables..JPG	A woman physically transporting market vegetables, Hanoi, Vietnam	no specific feature found
File:Exotic fish food in street reataurant on Cau Go street..JPG	Exotic fish food in street reataurant on Cau Go street, Hanoi, Vietnam	no specific feature found
File:Early morning breakfast near Hoan Kiem lake..JPG	Early morning breakfast near Hoan Kiem lake, Hanoi, Vietnam	no specific feature found
File:Street -side reastaurant cook..JPG	Street -side reastaurant cook, Hanoi, Vietnam	no specific feature found
File:A woman physically transporting market vegetables - cropped.JPG	A woman physically transporting market vegetables - cropped, Hanoi, Vietnam	no specific feature found
File:TONKIN - Hanoi - Rue des Changeurs (Hà Nội - Phố Hàng Bạc) - Collection de P. Dieulefils (1903) 01.png	TONKIN - Hanoi - Rue des Changeurs (Hà Nội - Phố Hàng Bạc) - Collection de P. Dieulefils ( ) 01	no specific feature found
File:TONKIN - Hanoi - Rue des Changeurs (Hà Nội - Phố Hàng Bạc) - Collection de P. Dieulefils (1903) 02.png	TONKIN - Hanoi - Rue des Changeurs (Hà Nội - Phố Hàng Bạc) - Collection de P. Dieulefils ( ) 02	no specific feature found
File:Tonkin Hanoi - Signature Debeaux -Dintilhac -Pagode à pilier unique - Chua Mot Cot - série 6 n°11.jpg	Tonkin Hanoi - Signature Debeaux -Dintilhac -Pagode à pilier unique - Chua Mot Cot - série 6 n°11	no specific feature found
File:Chua-Mot-Cot. Pagode montée sur un pilier.jpg	Chua-Mot-Cot. Pagode montée sur un pilier, Hanoi, Vietnam	no specific feature found
File:Tonkin Hanoi - Pagode à pilier unique - Chua Mot Cot - Debeaux -Dintilhac série 6 n°11- Dos après 1904.jpg	Tonkin Hanoi - Pagode à pilier unique - Chua Mot Cot - Debeaux -Dintilhac série 6 n°11- Dos après	no specific feature found
File:St. Joseph's Cathedral, Hanoi on a postcard - Bùi Quang Tuấn (3 August 2020).jpg	St. Joseph's Cathedral, Hanoi on a postcard - Bùi Quang Tuấn	'cathedral' is not in the hit's name 'Nhà thờ Lớn'
File:Thê Húc Bridge to Ngọc Sơn Temple in early XX century (carte postale illustrée).jpg	Thê Húc Bridge to Ngọc Sơn Temple in early XX century (carte postale illustrée), Hanoi, Vietnam	no specific feature found
File:Vietnam National Museum of Fine Arts panorama.jpg	Vietnam National Museum of Fine Arts panorama, Hanoi, Vietnam	no specific feature found
File:Vietnam Military History Museum panorama.jpg	Vietnam Military History Museum panorama, Hanoi, Vietnam	no specific feature found
File:Hồ Hoàng Cầu từ sân thượng HoangCau Skyline.jpg	Hồ Hoàng Cầu từ sân thượng HoangCau Skyline, Hanoi, Vietnam	no specific feature found
File:Vân Côn, rước Thánh qua ao làng.JPG	Vân Côn, rước Thánh qua ao làng, Hanoi, Vietnam	stated locality 'rước Thánh qua ao làng' not in the hit's address
File:Ứng Hòa District.jpg	Ứng Hòa District, Hanoi, Vietnam	no specific feature found
File:Plan de Hanoï 1889 - Ký ức chợ Hà Nội xưa.png	Plan de Hanoï - Ký ức chợ Hà Nội xưa	no specific feature found
File:Sơ đồ vị trí các kho, xưởng, nhà ở của viên Trưởng kho năm 1934 (nguồn TTLTQGI).jpg	Sơ đồ vị trí các kho, xưởng, nhà ở của viên Trưởng kho năm (nguồn TTLTQGI), Hanoi, Vietnam	'cac' is not in the hit's name 'xưởng đúc tà vẹt'
File:Trích bản đồ tỷ lệ 1-25.000 con đê dự định xây ngăn cách Hồ Tây và Hồ Trúc Bạch trong hồ sơ số 78. 693, phông RST 02.jpg	Trích bản đồ tỷ lệ 1-25.000 con đê dự định xây ngăn cách Hồ Tây và Hồ Trúc Bạch trong hồ sơ số 78. 693, phông RST 02, Hanoi, Vietnam	no specific feature found
File:Plans de quelques villes du Tonkin. Hanoï, Bac-Ninh, Haïphong, Tuyen-Quan - btv1b53169715r.jpg	Plans de quelques villes du Tonkin. Hanoï, Bac-Ninh, Haïphong, Tuyen-Quan - btv1b53169715r, Hanoi, Vietnam	a road is not a site (highway/motorway)
File:Bản đồ tổng quát quy hoạch khu ngoại ô Hà Nội do Sở Địa chính Hà Đông lập năm 1940 theo nghiên cứu của Ernest Hébrard, thể hiện rõ vị trí nhà ga thủy phi cơ bên Hồ Tây.jpg	Bản đồ tổng quát quy hoạch khu ngoại ô Hà Nội do Sở Địa chính Hà Đông lập năm theo nghiên cứu của Ernest Hébrard, thể hiện rõ vị trí nhà ga thủy phi cơ bên Hồ Tây	no specific feature found
File:Sơ đồ các tuyến phố đã có vỉa hè và dự kiến làm vỉa hè ở Hà Nội năm 1897.jpg	Sơ đồ các tuyến phố đã có vỉa hè và dự kiến làm vỉa hè ở Hà Nội năm	no specific feature found
File:Sơ đồ các tuyến tàu điện của Hà Nội và khu vực ngoại thành (đường màu đỏ) do nhà thầu Krug vẽ ngày 20-12-1895.jpg	Sơ đồ các tuyến tàu điện của Hà Nội và khu vực ngoại thành (đường màu đỏ) do nhà thầu Krug vẽ ngày 20-12	no specific feature found
File:Sơ đồ phục vụ xây dựng cầu được kiến trúc sư Borreil vẽ ngày 23 tháng 5 năm 1897.jpg	Sơ đồ phục vụ xây dựng cầu được kiến trúc sư Borreil vẽ ngày 23 tháng 5 năm, Hanoi, Vietnam	no specific feature found
File:Cái tỉnh Hà Nội này toàn dình đền chùa các Cụ ạ - Bùi Quang Tuấn (6 March 2020) 02.jpg	Cái tỉnh Hà Nội này toàn dình đền chùa các Cụ ạ - Bùi Quang Tuấn 02	no specific feature found
File:Cái tỉnh Hà Nội này toàn dình đền chùa các Cụ ạ - Bùi Quang Tuấn (6 March 2020) 03.jpg	Cái tỉnh Hà Nội này toàn dình đền chùa các Cụ ạ - Bùi Quang Tuấn 03	no specific feature found
File:Cái tỉnh Hà Nội này toàn dình đền chùa các Cụ ạ - Bùi Quang Tuấn (6 March 2020) 01.jpg	Cái tỉnh Hà Nội này toàn dình đền chùa các Cụ ạ - Bùi Quang Tuấn 01	no specific feature found
File:Plans de quelques villes du Tonkin. Hanoï, Bac-Ninh, Haïphong, Tuyen-Quan - btv1b53169717n.jpg	Plans de quelques villes du Tonkin. Hanoï, Bac-Ninh, Haïphong, Tuyen-Quan - btv1b53169717n, Hanoi, Vietnam	a road is not a site (highway/motorway)
File:Cau Giay map old.png	Cau Giay map old, Hanoi, Vietnam	no specific feature found
File:Đền Voi Phục xưa.jpg	Đền Voi Phục xưa, Hanoi, Vietnam	no specific feature found
File:Thê Húc Bridge to Ngọc Sơn Temple 1884.jpg	Thê Húc Bridge to Ngọc Sơn Temple, Hanoi, Vietnam	no specific feature found
File:Hanoi thap BaoAn ho HoanKiem.jpg	Hanoi thap BaoAn ho HoanKiem	no specific feature found
File:Les ex-voto du temple litterature.jpg	Les ex-voto du temple litterature, Hanoi, Vietnam	no specific feature found
File:Temple de la litterature.jpg	Temple de la litterature, Hanoi, Vietnam	no specific feature found
File:Hanoi - Boulevard Carnot - Station de Pousse-Pousse.jpg	Hanoi - Boulevard Carnot - Station de Pousse-Pousse	no specific feature found
File:Tonkin - Hanoï - Hồ Gươm.jpg	Tonkin - Hanoï - Hồ Gươm, Hanoi, Vietnam	no specific feature found
File:Tonkin - Hanoï - Phố Hàng Mắm.jpg	Tonkin - Hanoï - Phố Hàng Mắm, Hanoi, Vietnam	no specific feature found
File:Main Street in the French concession 1890s.png	Main Street in the French concession 1890s, Hanoi, Vietnam	no specific feature found
File:Theatre de Illusions, Hanoi (Early 20th century).jpg	Theatre de Illusions, Hanoi (Early 20th century)	no specific feature found
File:Quan-phap-chiem-thanh-Ha-Noi.jpg	Quan-phap-chiem-thanh-Ha-Noi, Hanoi, Vietnam	no specific feature found
File:Hà Nội – Dân Làng Giấy (Thuỵ Khuê) – Ảnh của Dieulefils.jpg	Hà Nội – Dân Làng Giấy (Thuỵ Khuê) – Ảnh của Dieulefils	no specific feature found
File:Imprimerie Ngo-Tu-Ha logo.png	Imprimerie Ngo-Tu-Ha logo, Hanoi, Vietnam	no specific feature found
File:One Pillar Pagoda, Hanoi (April 1896) Firmin-André Salles.jpg	One Pillar Pagoda, Hanoi (April ) Firmin-André Salles	stated locality 'Hanoi (April ) Firmin-André Sa' not in the hit's address
File:Tonkinese theatre ensemble (1900's).jpg	Tonkinese theatre ensemble ( 's), Hanoi, Vietnam	no specific feature found
File:Cổng vào chùa Trấn Quốc cuối thế kỷ 19, đầu thế kỷ 20.jpg	Cổng vào chùa Trấn Quốc cuối thế kỷ 19, đầu thế kỷ 20, Hanoi, Vietnam	no specific feature found
File:Cổng vào đền Quán Thánh cuối thế kỷ 19, đầu thế kỷ 20, hồ Tây sát mép đền.jpg	Cổng vào đền Quán Thánh cuối thế kỷ 19, đầu thế kỷ 20, hồ Tây sát mép đền, Hanoi, Vietnam	no specific feature found
File:Các bậc thềm dẫn từ hồ Tây lên đền Quán Thánh. Ảnh của André Firmin Salles chụp năm 1896.jpg	Các bậc thềm dẫn từ hồ Tây lên đền Quán Thánh. Ảnh của André Firmin Salles chụp năm, Hanoi, Vietnam	no specific feature found
File:Đường Cổ Ngư (nay là đường Thanh Niên) ven Hồ Tây cuối thế kỷ 19, đầu thế kỷ 20. Sưu tập của Dieulefils.jpg	Đường Cổ Ngư (nay là đường Thanh Niên) ven Hồ Tây cuối thế kỷ 19, đầu thế kỷ 20. Sưu tập của Dieulefils, Hanoi, Vietnam	no specific feature found
File:Carte postal xe kéo tay đi trên đường Cổ Ngư giữa Hồ Tây và Hồ Trúc Bạch.jpg	Carte postal xe kéo tay đi trên đường Cổ Ngư giữa Hồ Tây và Hồ Trúc Bạch, Hanoi, Vietnam	no specific feature found
File:Mặt trước chùa Báo Ân 1884.jpg	Mặt trước chùa Báo Ân, Hanoi, Vietnam	no specific feature found
File:Các tòa tháp trong chùa Báo Ân 1884.jpg	Các tòa tháp trong chùa Báo Ân, Hanoi, Vietnam	no specific feature found
File:Ảnh chụp từ trên cao toàn cảnh khu kho chứa máy bay và nhà ga thủy phi cơ - Trung tâm Lưu trữ quốc gia I.jpg	Ảnh chụp từ trên cao toàn cảnh khu kho chứa máy bay và nhà ga thủy phi cơ - Trung tâm Lưu trữ quốc gia I, Hanoi, Vietnam	no specific feature found
File:Cổng phía Tây của điện Kính Thiên (lúc này đã có đường ray để vận chuyển lương thực cho binh lính Pháp đóng quân).png	Cổng phía Tây của điện Kính Thiên (lúc này đã có đường ray để vận chuyển lương thực cho binh lính Pháp đóng quân), Hanoi, Vietnam	no specific feature found
File:Các quán giải khát ven hồ Gươm.jpg	Các quán giải khát ven hồ Gươm, Hanoi, Vietnam	no specific feature found
File:Cầu Giấy cuối thế kỷ XIX. Ảnh của Docteur Hocquart trong “Une campagne au Tonkin”, 1892.jpg	Cầu Giấy cuối thế kỷ XIX. Ảnh của Docteur Hocquart trong “Une campagne au Tonkin”, Hanoi, Vietnam	no specific feature found
File:Ngôi mộ của Henri Rivière ở gần Cầu Giấy được xây khoảng năm 1884, sau khi tìm thấy thi thể không lành lặn của Henri Rivière ngày 8-10-1883 và được đưa về mai táng trong khu nhượng địa.jpg	Ngôi mộ của Henri Rivière ở gần Cầu Giấy được xây khoảng năm , sau khi tìm thấy thi thể không lành lặn của Henri Rivière ngày 8-10- và được đưa về mai táng trong khu nhượng địa, Hanoi, Vietnam	no specific feature found
File:Đỉnh Cột cờ được sử dụng làm tháp canh và phát sóng truyền tin, có thời gian được nhốt chim bồ câu đưa thư của quân đội Pháp và Hồ Voi năm 1890 khi chưa có đường Cột Cờ.png	Đỉnh Cột cờ được sử dụng làm tháp canh và phát sóng truyền tin, có thời gian được nhốt chim bồ câu đưa thư của quân đội Pháp và Hồ Voi năm khi chưa có đường Cột Cờ, Hanoi, Vietnam	no specific feature found
File:Một ngôi đền trên phố Hà Nội có bức hoành - Thượng dẳng từ (Đền thờ bậc Thượng Đẳng) - Bùi Quang Tuấn (19 August 2020).jpg	Một ngôi đền trên phố Hà Nội có bức hoành - Thượng dẳng từ (Đền thờ bậc Thượng Đẳng) - Bùi Quang Tuấn	no specific feature found
File:One-Pillar Pagoda during the early French domination period - Bùi Quang Tuấn (28 March 2020).jpg	One-Pillar Pagoda during the early French domination period - Bùi Quang Tuấn, Hanoi, Vietnam	no specific feature found
File:Mặt tiền trụ sở Ngân hàng Đông Dương tại Hà Nội do Họa sĩ - KTS người Pháp Félix Dumail vẽ - Thư viện Quốc gia Pháp.jpg	Mặt tiền trụ sở Ngân hàng Đông Dương tại Hà Nội do Họa sĩ - KTS người Pháp Félix Dumail vẽ - Thư viện Quốc gia Pháp	no specific feature found
File:Phòng ăn cho trẻ em của Hội Tế sinh, không rõ năm - TVQG Pháp.jpg	Phòng ăn cho trẻ em của Hội Tế sinh, không rõ năm - TVQG Pháp, Hanoi, Vietnam	no specific feature found
File:Nhà máy điện thành phố Hà Nội năm 1900 - Trung tâm Lưu trữ quốc gia I.jpg	Nhà máy điện thành phố Hà Nội năm - Trung tâm Lưu trữ quốc gia I	no specific feature found
File:Văn Miếu năm 1931. Ảnh sưu tầm in trong Tạp chí Đô thành hiếu cổ (Association des Amis du Vieux de Hue - AAVH).jpg	Văn Miếu năm . Ảnh sưu tầm in trong Tạp chí Đô thành hiếu cổ (Association des Amis du Vieux de Hue - AAVH), Hanoi, Vietnam	no specific feature found
File:Police station Hoan Kiem.jpg	Police station Hoan Kiem, Hanoi, Vietnam	no specific feature found
File:Hội Đồng Nhân Dan Ủy Ban Nhân Dân Thành Phố Hà Nội (2018) 02.jpg	Hội Đồng Nhân Dan Ủy Ban Nhân Dân Thành Phố Hà Nội ( ) 02	no specific feature found
File:UBND thành phố Hà Nội.jpeg	UBND thành phố Hà Nội	'thanh' is not in the hit's name 'UBND'
File:Street Scene at Night - Old Quarter - Hanoi - Vietnam (48071309178).jpg	Street Scene at Night - Old Quarter - Hanoi - Vietnam	no specific feature found
File:Rotunda, University of Hanoi (23469168051).jpg	Rotunda, University of Hanoi	'rotunda' is not in the hit's name 'Đại học Bách khoa Hà Nội'
File:University of Hanoi (23525568256).jpg	University of Hanoi	title names no place (generic words only)
File:ARMY MUSEUM HA NOI VIETNAM FEB 2012 (6867585550).jpg	ARMY MUSEUM HA NOI VIETNAM FEB	no specific feature found
File:ARMY MUSEUM HA NOI VIETNAM FEB 2012 (6832986568).jpg	ARMY MUSEUM HA NOI VIETNAM FEB	no specific feature found
File:MIG 21 ARMY MUSEUM HANOI VIETNAM FEB 2012 (6827839802).jpg	MIG 21 ARMY MUSEUM HANOI VIETNAM FEB	no specific feature found
File:Army Museum in Hanoi (26312932305).jpg	Army Museum in Hanoi	no specific feature found
File:Army museum, 2003 Hanoi 19.jpg	Army museum, Hanoi 19	no specific feature found
File:Army museum, 2003 Hanoi 20.jpg	Army museum, Hanoi 20	no specific feature found
File:Đền Phù Ủng Hà Nội.jpg	Đền Phù Ủng Hà Nội	no specific feature found
File:001 Cổng làng Văn Trì, Hà Nội.jpg	001 Cổng làng Văn Trì, Hà Nội	'tri' is not in the hit's name 'Làng Văn Hóa Công Viên Yên Sở'
File:002 Cổng làng Văn Trì, Hà Nội.jpg	002 Cổng làng Văn Trì, Hà Nội	'tri' is not in the hit's name 'Làng Văn Hóa Công Viên Yên Sở'
File:003 Cổng làng Văn Trì, Hà Nội.jpg	003 Cổng làng Văn Trì, Hà Nội	'tri' is not in the hit's name 'Làng Văn Hóa Công Viên Yên Sở'
File:004 Cổng làng Văn Trì, Hà Nội.jpg	004 Cổng làng Văn Trì, Hà Nội	'tri' is not in the hit's name 'Làng Văn Hóa Công Viên Yên Sở'
File:Quan điểm của Nhật Bản về Takeshima.tiff	Quan điểm của Nhật Bản về Takeshima, Hanoi, Vietnam	no specific feature found
File:Giấy tờ sở hữu các ngôi nhà với tổng diện tích 6.379m2 của Công ty Rượu Đông Dương do cơ quan Quản thủ Điền thổ lập vào ngày 28-11-1949.jpg	Giấy tờ sở hữu các ngôi nhà với tổng diện tích 6.379m2 của Công ty Rượu Đông Dương do cơ quan Quản thủ Điền thổ lập vào ngày 28-11, Hanoi, Vietnam	no specific feature found
File:Hoa Lo Prison Museum, Hanoi (4) (37781176004).jpg	Hoa Lo Prison Museum, Hanoi	'prison' is not in the hit's name 'Nhà tù Hỏa Lò'
File:Hoa Lo Prison Museum, Hanoi (2) (24624166618).jpg	Hoa Lo Prison Museum, Hanoi	'prison' is not in the hit's name 'Nhà tù Hỏa Lò'
File:Hoa Lo Prison Museum, Hanoi (3) (38464330422).jpg	Hoa Lo Prison Museum, Hanoi	'prison' is not in the hit's name 'Nhà tù Hỏa Lò'
File:Flight suit of John McCain, Hoa Lo Prison Museum, Hanoi (38439531806).jpg	Flight suit of John McCain, Hoa Lo Prison Museum, Hanoi	'flight' is not in the hit's name 'Nhà tù Hỏa Lò'
File:French era guillotine, Hoa Lo Prison Museum, Hanoi (2) (37608437105).jpg	French era guillotine, Hoa Lo Prison Museum, Hanoi	'era' is not in the hit's name 'Nhà tù Hỏa Lò'
File:French era guillotine, Hoa Lo Prison Museum, Hanoi (3) (38495166451).jpg	French era guillotine, Hoa Lo Prison Museum, Hanoi	'era' is not in the hit's name 'Nhà tù Hỏa Lò'
File:Hoa Lo Prison Museum, Hanoi (5) (26720612699).jpg	Hoa Lo Prison Museum, Hanoi	'prison' is not in the hit's name 'Nhà tù Hỏa Lò'
File:French era guillotine, Hoa Lo Prison Museum, Hanoi (1) (24623024918).jpg	French era guillotine, Hoa Lo Prison Museum, Hanoi	'era' is not in the hit's name 'Nhà tù Hỏa Lò'
File:Truong Chinh mugshot.jpg	Truong Chinh mugshot, Hanoi, Vietnam	no specific feature found
File:Hanoi Museum 01.JPG	Hanoi Museum 01	no specific feature found
File:Hanoi Museum 02.JPG	Hanoi Museum 02	no specific feature found
File:Hanoi Museum 03.JPG	Hanoi Museum 03	no specific feature found
File:Hanoi Museum 04.JPG	Hanoi Museum 04	no specific feature found
File:Hanoi Museum Stairway 01.JPG	Hanoi Museum Stairway 01	no specific feature found
File:Hanoi Museum Stairway 03.JPG	Hanoi Museum Stairway 03	no specific feature found
File:Hanoi Museum Stairway 02.JPG	Hanoi Museum Stairway 02	no specific feature found
File:Hanoi Museum Stairway 04.JPG	Hanoi Museum Stairway 04	no specific feature found
File:Hanoi Museum Stairway 06.JPG	Hanoi Museum Stairway 06	no specific feature found
File:Hanoi Museum Stairway 05.JPG	Hanoi Museum Stairway 05	no specific feature found
File:Hanoi Museum Stairway 08.JPG	Hanoi Museum Stairway 08	no specific feature found
File:Hanoi Museum Stairway 07.JPG	Hanoi Museum Stairway 07	no specific feature found
File:Ceramic, 1st - 3rd centery, at Hanoi Museum.JPG	Ceramic, 1st - 3rd centery, at Hanoi Museum	one-word title matched to a shop or restaurant
File:Coins, Han Dynasty, Hanoi Museum.JPG	Coins, Han Dynasty, Hanoi Museum	no specific feature found
File:Hanoi Museum - 1st floor 01.JPG	Hanoi Museum - 1st floor 01	no specific feature found
File:Hanoi Museum - 1st floor 02.JPG	Hanoi Museum - 1st floor 02	no specific feature found
File:Hanoi Museum - 2nd floor 01.JPG	Hanoi Museum - 2nd floor 01	no specific feature found
File:Hanoi Museum - 2nd floor 02.JPG	Hanoi Museum - 2nd floor 02	no specific feature found
File:Hanoi Museum - 2nd floor 03.JPG	Hanoi Museum - 2nd floor 03	no specific feature found
File:Hanoi Museum - 3rd floor 01.JPG	Hanoi Museum - 3rd floor 01	no specific feature found
File:Hanoi Museum - 4th floor 01.JPG	Hanoi Museum - 4th floor 01	no specific feature found
File:Hanoi Museum - 3rd floor 02.JPG	Hanoi Museum - 3rd floor 02	no specific feature found
File:Hanoi Museum.jpg	Hanoi Museum	title names no place (generic words only)
File:Hanoi Museum Interior.jpg	Hanoi Museum Interior	no specific feature found
File:Hanoi Museum 01a.JPG	Hanoi Museum 01a	no specific feature found
File:Old Coins, Hanoi Museum.jpg	Old Coins, Hanoi Museum	'coins' is not in the hit's name 'Bảo tàng Hà Nội'
File:Metal Sculpture, Hanoi Museum.jpg	Metal Sculpture, Hanoi Museum	'metal' is not in the hit's name 'Bảo tàng Hà Nội'
File:Hanoi museum.jpg	Hanoi museum	title names no place (generic words only)
File:Cafe, Dinh Tien Hoang street, Hanoi.jpg	Cafe, Dinh Tien Hoang street, Hanoi	'hoang' is not in the hit's name 'Cà Phê Dinh 13'
File:Café Van Mieu - Hanoi, Vietnam - DSC04716.JPG	Café Van Mieu - Hanoi, Vietnam - DSC04716	one-word title matched to a shop or restaurant
File:Cuối phố Lê Ngọc Hân (trước kia là phố Lữ Gia), quận Hai Bà Trưng, Hà Nội.jpg	Cuối phố Lê Ngọc Hân (trước kia là phố Lữ Gia), quận Hai Bà Trưng, Hà Nội	no specific feature found
File:Đầu phố Lê Ngọc Hân (trước kia là phố Lữ Gia), quận Hai Bà Trưng, Hà Nội.jpg	Đầu phố Lê Ngọc Hân (trước kia là phố Lữ Gia), quận Hai Bà Trưng, Hà Nội	no specific feature found
File:Vietnam People's Army attendees listen to Robert Gates at Vietnam National University 2010-10-11.jpg	Vietnam People's Army attendees listen to Robert Gates at Vietnam National University -10-11, Hanoi, Vietnam	no specific feature found
File:Defense.gov News Photo 101011-F-6655M-004 - Secretary of Defense Robert M. Gates gives his remarks to professors and students at Vietnam s National University in Hanoi Vietnam on Oct. 11.jpg	Defense.gov News Photo -F-6655M-004 - Secretary of Defense Robert M. Gates gives his remarks to professors and students at Vietnam s National University in Hanoi Vietnam on Oct. 11	no specific feature found
File:Defense.gov News Photo 101011-F-6655M-003 - Secretary of Defense Robert M. Gates is welcomed to Vietnam s National University by Vietnamese military members professors and students in Hanoi.jpg	Defense.gov News Photo -F-6655M-003 - Secretary of Defense Robert M. Gates is welcomed to Vietnam s National University by Vietnamese military members professors and students in Hanoi	no specific feature found
File:Wikipedia workshop at University of Economics and Business, Vietnam National University.jpg	Wikipedia workshop at University of Economics and Business, Vietnam National University, Hanoi, Vietnam	'business' is not in the hit's name 'Đại học Quốc gia'
File:PTT Vũ Đức Đam phát biểu trong Lễ thành lập trường.jpg	PTT Vũ Đức Đam phát biểu trong Lễ thành lập trường, Hanoi, Vietnam	no specific feature found
File:Hanoi University of Technology road.jpg	Hanoi University of Technology road	no specific feature found
File:Hanoi University of Science and Technology - DSC04501.JPG	Hanoi University of Science and Technology - DSC04501	no specific feature found
