pageid	title	user	date	date_kind	category
193356437	"File:Des flamboyants en fleurs, un pousse-pousse et des passants devant le bazar japonais "" Yamada "" dans la "" rue des Tasses "" - A6691.jpg"	Busy Léon	between 1 July 1915 and 31 August 1915<d	taken	Category:Streets in Hanoi
1217645	File:MorningExerciseInHanoi.JPG	No machine-readable author provided. AlfredBoc assumed (based on copyright claims).	"17 March 2004 (according to <span lang="""	taken	Category:People of Hanoi
2650065	File:Children Hanoi Vietnam.JPG	Boberger	2000-02	taken	Category:People of Hanoi
2803763	File:OfflineWP2007-26.jpg	User:Nguyễn Thanh Quang	2007-06-29	taken	Category:People of Hanoi
3644661	File:Hanoi French Quarter Sidewalk Sale.jpg	Maryam Laura Moazedi, www.moazedi.org	2006-09-03	taken	Category:People of Hanoi
4399001	File:Quay.jpg	Rungbachduong	2007-08	taken	Category:People of Hanoi
5718943	File:Vănphòngphẩm-InsideStationeryShop03012009606.jpg	Newone	2009-01-03	taken	Category:People of Hanoi
6761427	File:Javatuan hanoi spring.jpg	Tuanta	2007-01-01	taken	Category:People of Hanoi
7302644	File:Vietnam Young Woman.JPG	Adam Jones Adam63	2009-07-14	taken	Category:People of Hanoi
7303450	File:Women Soldiers at Ho Chi Minh Museum - Hanoi - Vietnam.JPG	Adam Jones Adam63	2009-07-14	taken	Category:People of Hanoi
7313158	File:Hanoi - Vietnam - Children.JPG	Adam Jones Adam63	2009-07-14	taken	Category:People of Hanoi
7313174	File:Hanoi - Vietnam - Old and Young.JPG	Adam Jones Adam63	2009-07-14	taken	Category:People of Hanoi
7313209	File:Vietnam - Hanoi - Soldier.JPG	Adam Jones Adam63	2009-07-14	taken	Category:People of Hanoi
7313423	File:Woman - Bus Stop - Hanoi - Vietnam.JPG	Adam Jones Adam63	2009-07-14	taken	Category:People of Hanoi
7323981	File:Hanoi familia.JPG	Northboer	2008-08-09	taken	Category:People of Hanoi
7733947	File:Players of general chess in Vietnam 2008.jpg	alex-s	2008-05-16	taken	Category:People of Hanoi
8210622	File:US Navy 070620-N-0696M-227 Chief of Naval Operations (CNO) Adm. Mike Mullen speaks with Vietnamese Vice Foreign Minister Le Cong Phung after an office call.jpg	U.S. Navy photo by Mass Communication Specialist 1st Class Chad J. McNeeley	Taken on 20 June 2007	taken	Category:People of Hanoi
10220166	File:FSpace ground station.JPG	Thuvt	2010-04-15	taken	Category:People of Hanoi
11043258	File:HtF VocTr disabled boy.jpg	Hanoi Volunteer	2010-07-30T04:08:11Z	uploaded	Category:People of Hanoi
11418101	File:Prof ngô bảo châu.jpg	tuhang19	7 March 2009, 07:42 (according to <span 	taken	Category:People of Hanoi
12086373	File:Hanoi 407.jpg	Viault	1993	taken	Category:People of Hanoi
12812907	File:10 Wikipedia Hanoi 20110115.jpg	Grenouille vert	2011-01-15	taken	Category:People of Hanoi
12812941	File:10 Wikipedia Hanoi 20110115 (2).jpg	Grenouille vert	2011-01-15	taken	Category:People of Hanoi
12812959	File:10 Wikipedia Hanoi 20110115 (3).jpg	Grenouille vert	2011-01-15	taken	Category:People of Hanoi
16479251	File:Boys in Hanoi making string figures.jpg	Xcanbiet at English Wikipedia	13 May 2007 (original upload date)	taken	Category:People of Hanoi
16923473	File:Oc Ho Tay.jpg	Viethavvh at Vietnamese Wikipedia	12 July 2005, 15:09 (according to <span 	taken	Category:People of Hanoi
18416062	File:Ha Minh Duc 2012.jpg	Grenouille vert	2012-02-18	taken	Category:People of Hanoi
21493096	File:Hai Phong Train, Long Bien Bridge.jpg	David McKelvey	2012-03-06 12:32:09	taken	Category:People of Hanoi
21884337	File:People of Hanoi - Vietnam.jpg	User:Manuel Casella	2012-08-26	taken	Category:People of Hanoi
22007514	File:Bà Cả giã trầu-27012009677.jpg	Newone (talk)	2009-01-27	taken	Category:People of Hanoi
28992782	File:Tinhnguyenvien-VoNguyenGiap-IMG 1294.jpg	Newone	2013-10-12 13:01:46	taken	Category:People of Hanoi
29184380	File:Nguyễn Xuân Thu kaj Dương Trọng Hiếu.JPG	RG72	2012-08-04 14:00:18	taken	Category:People of Hanoi
30643709	File:Young Hanoian with his pet Falcon..JPG	Rudolph.A.Furtado	Tuesday(3-12-2013)	taken	Category:People of Hanoi
31106628	File:Trinh T. Minh-ha.JPG	Trịnh Thị Minh Hà	2014-02-10	taken	Category:People of Hanoi
33372264	File:Stratpurigisto en strato Chu Bá Định (Hanojo) 01.jpg	RG72	2013-11-10 13:17:54	taken	Category:People of Hanoi
33372590	File:Stratludantoj en strato Chu Bá Định (Hanojo) 01.jpg	RG72	2013-11-10 13:56:41	taken	Category:People of Hanoi
33372591	File:Surstrata vivo-Hanojo.JPG	RG72	2013-11-10 13:56:18	taken	Category:People of Hanoi
33372593	File:Fruktovendistino-Hanojo.JPG	RG72	2013-11-10 13:57:15	taken	Category:People of Hanoi
34228287	File:On the streets (14769962163).jpg	Erwin Verbruggen from Amsterdam, The Netherlands	2014-06-29 04:16	taken	Category:People of Hanoi
35316677	File:Nguyenvannhan0000.jpg	Dangphuongmai89	2010-05-03 09:15:12	taken	Category:People of Hanoi
35434154	File:Nguyenvannhan90.JPG	Dangphuongmai89	2014-09-17 19:41:02	taken	Category:People of Hanoi
39380403	File:Vietnamese veterans Friendship Village Tu Liem Từ Liêm HANOI MATTHIAS LEUPOLD 2012 03 09 web.jpg	Matthias Leupold	2012-03-09	taken	Category:People of Hanoi
40536422	File:Hanoi Vietnam Transport-in-Hanoi-01.jpg	CEphoto, Uwe Aranas	2011-05-11	taken	Category:People of Hanoi
40536448	File:Hanoi Vietnam Transport-in-Hanoi-02.jpg	CEphoto, Uwe Aranas	2011-05-11	taken	Category:People of Hanoi
40536585	File:Hanoi Vietnam Transport-in-Hanoi-03.jpg	CEphoto, Uwe Aranas	2011-05-11	taken	Category:People of Hanoi
48755271	File:Tran Lam Bien.jpg	Thao levn	2014-03-25	taken	Category:People of Hanoi
49098362	File:Kimhue.jpg	Maiphuong9495	2015-08-28	taken	Category:People of Hanoi
57422330	File:Meet Google CEO Sundar Pichai @Hanoi, Vietnam DSC01737 (23836835771).jpg	Nguyen Hung Vu from Hanoi, Vietnam	2015-12-23 16:22	taken	Category:People of Hanoi
61636460	File:ICHanoi05.jpg	Ziegler175	2000-11	taken	Category:People of Hanoi
61636466	File:ICHanoi06.jpg	Ziegler175	2000-11	taken	Category:People of Hanoi
61636470	File:ICHanoi07.jpg	Ziegler175	2000-11	taken	Category:People of Hanoi
61636473	File:ICHanoi08.jpg	Ziegler175	2000-11	taken	Category:People of Hanoi
61636478	File:ICHanoi09.jpg	Ziegler175	2000-11	taken	Category:People of Hanoi
61636486	File:ICHanoi10.jpg	Ziegler175	2000-11	taken	Category:People of Hanoi
61636493	File:ICHanoi11.jpg	Ziegler175	2000-11	taken	Category:People of Hanoi
61636497	File:ICHanoi12.jpg	Ziegler175	2000-11	taken	Category:People of Hanoi
61636502	File:ICHanoi13.jpg	Ziegler175	2000-11	taken	Category:People of Hanoi
61636508	File:ICHanoi14.jpg	Ziegler175	2000-11	taken	Category:People of Hanoi
61636513	File:ICHanoi15.jpg	Ziegler175	2000-11	taken	Category:People of Hanoi
61636517	File:ICHanoi16.jpg	Ziegler175	2000-11	taken	Category:People of Hanoi
61636523	File:ICHanoi17.jpg	Ziegler175	2000-11	taken	Category:People of Hanoi
61636535	File:ICHanoi18.jpg	Ziegler175	2000-11	taken	Category:People of Hanoi
61636542	File:ICHanoi19.jpg	Ziegler175	2000-11	taken	Category:People of Hanoi
61636546	File:ICHanoi20.jpg	Ziegler175	2000-11	taken	Category:People of Hanoi
63844185	File:Mlle Nguyễn-minh-Mỹ.jpg	Unknown authorUnknown author	2017-11-03	taken	Category:People of Hanoi
64286701	File:Jeunes filles de Lemur (1).jpg	Musée Annam	2017-11-22	taken	Category:People of Hanoi
64286703	File:Jeunes filles de Lemur (2).jpg	Musée Annam	2014-03-09 11:44:16	taken	Category:People of Hanoi
66995921	File:People Taking People (3380658828).jpg	Dennis G. Jarvis	2009-03-23 19:31	taken	Category:People of Hanoi
67249696	File:Vietnamienne protégée et connectée.jpg	Ji-Elle	2017-11-06 05:04:53	taken	Category:People of Hanoi
80522469	File:Shopkeeper on Sidewalk - Old Quarter - Hanoi - Vietnam (48071306918).jpg	Adam Jones from Kelowna, BC, Canada	Taken on 16 June 2019, 11:43	taken	Category:People of Hanoi
80522471	File:Market Woman with Weigh Scale - Old Quarter - Hanoi - Vietnam (48071259196).jpg	Adam Jones from Kelowna, BC, Canada	Taken on 16 June 2019, 11:47	taken	Category:People of Hanoi
80522482	File:Market Woman - Old Quarter - Hanoi - Vietnam (48071259286).jpg	Adam Jones from Kelowna, BC, Canada	Taken on 16 June 2019, 12:13	taken	Category:People of Hanoi
80522556	File:Shopkeeper at Stall - Old Quarter - Hanoi - Vietnam (48084924857).jpg	Adam Jones from Kelowna, BC, Canada	Taken on 18 June 2019, 15:05	taken	Category:People of Hanoi
85840488	File:Vietnam, Hanoi, Life on the streets of central Hanoi.jpg	Vyacheslav Argenberg	2008-03-14 11:48:53	taken	Category:People of Hanoi
85840489	File:Vietnam, Hanoi, Life on the streets of central Hanoi 2.jpg	Vyacheslav Argenberg	2008-03-14 11:35:27	taken	Category:People of Hanoi
85840493	File:Vietnam, Hanoi, Life on the streets of Hanoi 2.jpg	Vyacheslav Argenberg	2008-03-14 11:48:10	taken	Category:People of Hanoi
85840495	File:Vietnam, Hanoi, Streets of central Hanoi 2.jpg	Vyacheslav Argenberg	2008-03-14 12:45:45	taken	Category:People of Hanoi
86304733	File:Hanoi, Vietnam, Hoan Kiem Lake.jpg	Vyacheslav Argenberg	2008-03-12 16:44:23	taken	Category:People of Hanoi
86304741	File:Hanoi, Vietnam, Visitors at Ho Chi Minh Museum.jpg	Vyacheslav Argenberg	2008-03-13 15:35:24	taken	Category:People of Hanoi
92220371	File:.Man fishing in Hanoi, Vietnam (3026842639).jpg	fridaycafe from Hanoi, Vietnam	Taken on 13 November 2008, 15:37	taken	Category:People of Hanoi
93787389	File:In a village near Hanoi (15548495057).jpg	Esin Üstün from Istanbul, Turkey	2014-11-02 09:16	taken	Category:People of Hanoi
94456986	File:Lê Hiền Đức.JPG	ASM (thảo luận)	2013-06-09T17:23:22Z	uploaded	Category:People of Hanoi
94663244	File:Trung Hieu (nghe sy).jpg	Apple	2011-09-02	taken	Category:People of Hanoi
98773025	File:Homoj en parko en strato Lý Thái Tổ (Hanojo) 01.jpg	RG72	Taken on 10 November 2013, 12:48:13	taken	Category:People of Hanoi
98773026	File:Kvasto-Turo kaj Notlibro (Hanojo) 01.jpg	RG72	2013-11-10 12:48:36	taken	Category:People of Hanoi
113259374	File:Hanoi, Vietnam (49539054662).jpg	flowcomm	Taken on 15 February 2020, 08:04	taken	Category:People of Hanoi
132101969	File:Alexandre Varenne Indochine 100 - Hanoï, arrivée du Gouverneur Général Varenne à la gare. Marguerite Migeot et Mme Première Varenne sont sur cette photo, sous l'arche.jpg	Unknown photographer	1925	taken	Category:People of Hanoi
132198936	File:Dân-biểu đơn-vị Phong Dinh, Ngô Văn Hiếu.jpg	Hạ Nghị Viện Quốc Hội Việt Nam Cộng Hòa	1968	taken	Category:People of Hanoi
132280928	File:Dân-biểu đơn-vị II Gia Định, Lê Ninh.jpg	Hạ Nghị Viện Quốc Hội Việt Nam Cộng Hòa	1968	taken	Category:People of Hanoi
132441241	File:Dân-biểu đơn-vị Kontum, Nguyễn Văn Thống.jpg	Hạ Nghị Viện Quốc Hội Việt Nam Cộng Hòa	1968	taken	Category:People of Hanoi
141434900	File:Hoang Cuc.jpg	Nguyenminh2002	2023-11-26	taken	Category:People of Hanoi
145156868	File:Hanoi 2.jpg	Rod Waddington	2018-09-05	taken	Category:People of Hanoi
145157133	File:Hanoi Street - 45273047074.jpg	Rod Waddington	2018-11-22	taken	Category:People of Hanoi
177490351	File:Night relaxing near Thê Húc Bridge 26-04-2024.jpg	Matsuoka.A	2024-04-26 22:45:57	taken	Category:People of Hanoi
179500602	File:Hansers O truong co day em the 1765021257532.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:People of Hanoi
5724770	File:TranhHoaNgheThuatCuonGiay15012009640.jpg	Newone	2009-01-15	taken	Category:Culture of Hanoi
15364378	File:Burning fake money.JPG	Clemensmarabu	2011-03	taken	Category:Culture of Hanoi
15428347	File:Hội làng Trung Tự.jpg	Zizouhanoi	2011-04-17	taken	Category:Culture of Hanoi
16916518	File:Hoa dao Nhat Tan.JPG	Viethavvh at vi.wikipedia	6 September 2007 (original upload date)	taken	Category:Culture of Hanoi
16916745	File:Lang hoa.JPG	Viethavvh at vi.wikipedia	13 September 2007 (original upload date)	taken	Category:Culture of Hanoi
17173784	File:Den Ngoc Son 0023 stitched.jpg	Gryffindor	2008	taken	Category:Culture of Hanoi
23907454	File:Phố Hàng Bồ.JPG	Hoangvantoanajc	2011-11-11 15:44:52	taken	Category:Culture of Hanoi
36281685	File:Klima hanoi.jpg	de:Benutzer:Hph	2014-10-20T23:32:50Z	uploaded	Category:Culture of Hanoi
89490725	File:Hanoi-montage-2020.jpg	Alex 69200 vx	2020-04-26	taken	Category:Culture of Hanoi
89491110	File:Hanoi-montage-2020-2.jpg	Alex 69200 vx	2020-04-26	taken	Category:Culture of Hanoi
116466443	File:Manga bookshop in Hanoi, Vietnam.jpg	AxitTDTbenzoic	2022-03-28	taken	Category:Culture of Hanoi
142065926	File:Ha-noi-36-pho-phuong.jpg	Vu Van Thang	2023-12-12	taken	Category:Culture of Hanoi
143847752	File:Ha-noi-autumn.jpg	Yuang389	2024-01-12	taken	Category:Culture of Hanoi
145580219	File:Hanoi-summer.jpg	JangPlus889	2024-02-20 22:08:06	taken	Category:Culture of Hanoi
18406782	File:Đường phố xã Bát Tràng, Gia Lâm, Hà Nội.jpg	Banhtrung1	2012-01-27	taken	Category:Transport in Hanoi
18766295	File:Level crossing in Hanoi, Vietnam.jpg	Banhtrung1	2012-03-14	taken	Category:Transport in Hanoi
22981673	File:Hanoimonks.jpg	Marc Heiden - User: (WT-shared) Gorilla Jones at  wts wikivoyage	2007-04	taken	Category:Transport in Hanoi
22981685	File:Hanoitraffic.jpg	Marc Heiden - User: (WT-shared) Gorilla Jones at  wts wikivoyage	2007-04	taken	Category:Transport in Hanoi
24775196	File:Ben trong ben xe khach My Dinh.jpg	Hoangvantoanajc	2000-01-02 04:22:26	taken	Category:Transport in Hanoi
26363830	File:HA NOI STREET AT DUSK VIETNAM FEB 2012 (7024695867).jpg	calflier001	2012-02-13 10:22	taken	Category:Transport in Hanoi
26363831	File:HA NOI STREET AT DUSK VIETNAM FEB 2012 (6878602000).jpg	calflier001	2012-02-13 11:29	taken	Category:Transport in Hanoi
26364442	File:HOAN KIEN LAKE HA NOI VIETNAM FEB 2012 (6832941110).jpg	calflier001	2012-02-06 05:59	taken	Category:Transport in Hanoi
26364443	File:HA NOI STREET VIETNAM FEB 2012 (6832937810).jpg	calflier001	2012-02-06 06:03	taken	Category:Transport in Hanoi
34228276	File:On the streets (14769111873).jpg	Erwin Verbruggen from Amsterdam, The Netherlands	2014-06-27 11:59	taken	Category:Transport in Hanoi
34228278	File:On the streets (14562427339).jpg	Erwin Verbruggen from Amsterdam, The Netherlands	2014-06-27 09:04	taken	Category:Transport in Hanoi
34228281	File:On the streets (14562849120).jpg	Erwin Verbruggen from Amsterdam, The Netherlands	2014-06-27 12:14	taken	Category:Transport in Hanoi
34228283	File:On the streets (14726621676).jpg	Erwin Verbruggen from Amsterdam, The Netherlands	2014-06-27 12:39	taken	Category:Transport in Hanoi
34228284	File:On the streets (14769863893).jpg	Erwin Verbruggen from Amsterdam, The Netherlands	2014-06-29 04:15	taken	Category:Transport in Hanoi
34228286	File:On the streets (14750000472).jpg	Erwin Verbruggen from Amsterdam, The Netherlands	2014-06-29 04:18	taken	Category:Transport in Hanoi
80522479	File:Five on a Bike - Old Quarter - Hanoi - Vietnam (48071367322).jpg	Adam Jones from Kelowna, BC, Canada	Taken on 16 June 2019, 12:09	taken	Category:Transport in Hanoi
93049395	File:Hầm vượt Kim Liên-Đại Cồ Việt ngày 280620091271.jpg	Nghĩa Trương Tuấn	2009-06-28 11:35:47	taken	Category:Transport in Hanoi
93049396	File:Hầm vượt Kim Liên-Đại Cồ Việt ngày 280620091273.jpg	Nghĩa Trương Tuấn	2009-06-28 11:36:14	taken	Category:Transport in Hanoi
93049398	File:Hầm vượt Kim Liên-Đại Cồ Việt ngày 280620091274.jpg	Nghĩa Trương Tuấn	2009-06-28 11:36:23	taken	Category:Transport in Hanoi
93049399	File:Hầm vượt Kim Liên-Đại Cồ Việt ngày 280620091272.jpg	Nghĩa Trương Tuấn	2009-06-28 11:35:58	taken	Category:Transport in Hanoi
93049400	File:Hầm vượt Kim Liên-Đại Cồ Việt ngày 280620091275.jpg	Nghĩa Trương Tuấn	2009-06-28 11:36:35	taken	Category:Transport in Hanoi
93049401	File:Hầm vượt Kim Liên-Đại Cồ Việt ngày 280620091276.jpg	Nghĩa Trương Tuấn	2009-06-28 11:36:41	taken	Category:Transport in Hanoi
93049403	File:Hầm vượt Kim Liên-Đại Cồ Việt ngày 280620091278.jpg	Nghĩa Trương Tuấn	2009-06-28 11:37:07	taken	Category:Transport in Hanoi
93049404	File:Hầm vượt Kim Liên-Đại Cồ Việt ngày 280620091277.jpg	Nghĩa Trương Tuấn	2009-06-28 11:36:54	taken	Category:Transport in Hanoi
104057533	File:Vietnam ex Tonkin - carte photo Hongay, mine de charbon 'wagonnets tirés par des buffles' (voyagée 1904).jpg	Unknown authorUnknown author	"circa 1905<div style=""display: none;"">da"	taken	Category:Transport in Hanoi
123744952	File:NKS06325.jpg	NKSTTSSHNVN	2022-10-04	taken	Category:Transport in Hanoi
145059831	File:Auf Auslandsreise in Hanoi 2023.jpg	Travelfan81	2023-04-01 18:00:00	taken	Category:Transport in Hanoi
570420	File:One Pillar Pagoda Hanoi Vietnam.jpg	Thomas Schoch	2004-12-27	taken	Category:Parks in Hanoi
702970	File:HoGuom0909-01.jpg	No machine-readable author provided. Newone assumed (based on copyright claims).	14 April 2006 (original upload date)	taken	Category:Parks in Hanoi
702972	File:HoGuom0909-02.jpg	No machine-readable author provided. Newone assumed (based on copyright claims).	14 April 2006 (original upload date)	taken	Category:Parks in Hanoi
702985	File:HoGuom0909-06.jpg	No machine-readable author provided. Newone assumed (based on copyright claims).	14 April 2006 (original upload date)	taken	Category:Parks in Hanoi
702991	File:HoGuom1308-1.jpg	No machine-readable author provided. Newone assumed (based on copyright claims).	14 April 2006 (original upload date)	taken	Category:Parks in Hanoi
2907128	File:Lenin Park Hanoi.JPG	Rungbachduong	2001-11-02	taken	Category:Parks in Hanoi
8421469	File:ThienSon04 HaSon.JPG	Bùi Thế Tâm	2009-11-12	taken	Category:Parks in Hanoi
8421671	File:ThienSon06 HaSon DapTamCap.JPG	Bùi Thế Tâm	2009-11-12	taken	Category:Parks in Hanoi
8421804	File:ThienSon07 TrungSon NguocSuoi.JPG	Bùi Thế Tâm	2009-11-12	taken	Category:Parks in Hanoi
8422003	File:ThienSon09 TrungSon NhaAn.JPG	Bùi Thế Tâm	2009-11-12	taken	Category:Parks in Hanoi
8422075	File:ThienSon11 TrungSon.JPG	Bùi Thế Tâm	2009-11-12	taken	Category:Parks in Hanoi
8422189	File:ThienSon10 TrungSon.JPG	Bùi Thế Tâm	2009-11-12	taken	Category:Parks in Hanoi
8422353	File:ThienSon13 TrungSon.JPG	Bùi Thế Tâm	2009-11-12	taken	Category:Parks in Hanoi
8422465	File:ThienSon14 TrungSon.JPG	Bùi Thế Tâm	2009-11-12	taken	Category:Parks in Hanoi
8422584	File:ThienSon01 HaSon CauVong.JPG	Bùi Thế Tâm	2009-11-12	taken	Category:Parks in Hanoi
8423970	File:KhoangXanh06 TaoSong2.JPG	Bùi Thế Tâm	2009-11-06	taken	Category:Parks in Hanoi
8424009	File:KhoangXanh08 CauTruot.JPG	Bùi Thế Tâm	2009-11-06	taken	Category:Parks in Hanoi
8424045	File:KhoangXanh04 DaiPhun.JPG	Bùi Thế Tâm	2009-11-06	taken	Category:Parks in Hanoi
8424100	File:KhoangXanh09 TamNong.JPG	Bùi Thế Tâm	2009-11-06	taken	Category:Parks in Hanoi
8424141	File:KhoangXanh09b.JPG	Bùi Thế Tâm	2009-11-06	taken	Category:Parks in Hanoi
8424165	File:KhoangXanh11 BietThu.JPG	Bùi Thế Tâm	2009-11-06	taken	Category:Parks in Hanoi
8424182	File:KhoangXanh14 NhaAn2.JPG	Bùi Thế Tâm	2009-11-06	taken	Category:Parks in Hanoi
8424206	File:KhoangXanh16.JPG	Bùi Thế Tâm	2009-11-06	taken	Category:Parks in Hanoi
8436126	File:KhoangXanh17.JPG	Bùi Thế Tâm	2009-11-06	taken	Category:Parks in Hanoi
8436139	File:KhoangXanh18.JPG	Bùi Thế Tâm	2009-11-06	taken	Category:Parks in Hanoi
8436164	File:KhoangXanh19.JPG	Bùi Thế Tâm	2009-11-06	taken	Category:Parks in Hanoi
8436186	File:KhoangXanh20.JPG	Bùi Thế Tâm	2009-11-06	taken	Category:Parks in Hanoi
8436222	File:KhoangXanh21.JPG	Bùi Thế Tâm	2009-11-06	taken	Category:Parks in Hanoi
8436231	File:KhoangXanh22.JPG	Bùi Thế Tâm	2009-11-06	taken	Category:Parks in Hanoi
8436245	File:KhoangXanh23.JPG	Bùi Thế Tâm	2009-11-06	taken	Category:Parks in Hanoi
10008835	File:Lenin Park (Hanoi) panorama.jpg	Grenouille vert	2010-04-13	taken	Category:Parks in Hanoi
16923572	File:Lan VBTHN.jpg	Viethavvh at vi.wikipedia	22 December 2007 (original upload date)	taken	Category:Parks in Hanoi
23371444	File:Hanoi-2013.jpg	Newone	2012-12-28	taken	Category:Parks in Hanoi
30617530	File:Evening at 'Indira Gandhi Park'.JPG	Rudolph.A.Furtado	Sunday(1-12-2013)	taken	Category:Parks in Hanoi
34228288	File:Temple of Literature (14563741979).jpg	Erwin Verbruggen from Amsterdam, The Netherlands	2014-06-29 07:17	taken	Category:Parks in Hanoi
